Island,Colony,Site Number,Nest Number,Egg Lay Date,Egg Loss Date,Chick Hatch Date,Chick Loss Date,Chick Creche Date,Year
HUM,2.0,2,2,39,87,0,0,0,1993
HUM,2.0,3,1,41,65,0,0,0,1993
HUM,2.0,4,2,38,56,0,0,0,1993
HUM,3.0,3,2,49,0,89,0,112,1993
HUM,2.0,1,4,47,80,0,0,0,1995
HUM,2.0,6,5,49,0,86,0,105,1995
HUM,2.0,10,5,44,0,81,0,104,1995
HUM,3.0,3,1,61,-1,0,0,0,1995
HUM,4.0,2,1,50,0,87,0,106,1995
HUM,2.0,1,1,41,-1,0,0,0,1996
HUM,2.0,5,4,46,51,0,0,0,1996
HUM,2.2,1,3,44,46,0,0,0,1996
HUM,3.0,2,4,50,0,98,0,105,1996
HUM,1.1,4,4,48,53,0,0,0,1997
HUM,1.3,3,2,47,80,0,0,0,1997
HUM,1.3,3,4,48,58,0,0,0,1997
HUM,2.0,13,4,41,0,78,0,115,1997
HUM,3.0,3,3,43,45,0,0,0,1997
HUM,3.0,8,1,41,0,77,0,113,1997
HUM,3.1,2,5,47,62,0,0,0,1997
HUM,5.0,1,3,45,48,0,0,0,1997
HUM,2.0,3,2,52,0,87,0,114,1998
HUM,4.0,3,2,52,0,85,0,114,1998
HUM,5.0,4,3,52,0,80,0,114,1998
HUM,2.0,H3,1,47,53,0,0,0,1999
HUM,2.0,H6,2,47,0,77,0,107,1999
HUM,2.0,L5,2,53,0,73,77,0,1999
HUM,2.0,L6,5,47,0,77,0,110,1999
HUM,2.0,U1,2,39,0,76,84,0,2000
HUM,2.0,U4,1,45,51,0,0,0,2000
HUM,2.0,U4,2,45,74,0,0,0,2000
HUM,2.0,U4,4,41,0,78,0,116,2000
HUM,2.0,U5,5,38,0,75,0,116,2000
HUM,3.0,02,4,43,0,80,0,110,2000
HUM,2.0,4,5,41,0,77,0,110,2001
HUM,2.0,11,3,38,0,76,0,110,2001
HUM,2.0,2,2,50,0,82,89,0,2002
HUM,2.0,4,4,50,52,0,0,0,2002
HUM,2.0,6,5,50,0,87,0,113,2002
HUM,2.0,7,2,51,0,89,0,109,2002
HUM,2.0,7,4,51,0,83,0,111,2002
HUM,2.0,8,4,55,57,0,0,0,2002
HUM,2.0,12,2,50,52,0,0,0,2002
HUM,4.0,14,1,51,62,0,0,0,2002
HUM,4.0,14,3,52,64,0,0,0,2002
HUM,3.0,16,1,50,57,0,0,0,2002
HUM,5.0,17,3,50,57,0,0,0,2002
HUM,5.0,17,4,51,0,86,0,113,2002
HUM,2.0,5,1,49,0,77,0,117,2003
HUM,2.0,1,1,47,0,80,82,0,2004
HUM,2.0,3,3,52,0,81,0,107,2004
HUM,2.0,5,4,60,0,92,107,0,2004
HUM,3.0,10,1,49,69,0,0,0,2004
HUM,2.0,2,1,49,54,0,0,0,2005
HUM,2.0,2,3,49,54,0,0,0,2005
HUM,3.0,09,2,54,83,0,0,0,2005
HUM,2.0,1,1,49,0,83,93,0,2006
HUM,2.0,4,5,49,-1,0,0,0,2006
HUM,2.0,5,1,49,64,0,0,0,2006
HUM,2.2,7,5,48,0,83,0,109,2006
HUM,3.0,9,5,49,83,0,0,0,2006
HUM,2.0,6,1,40,0,77,0,110,2007
HUM,2.0,2,4,47,0,82,0,118,2008
HUM,2.0,4,3,49,0,82,0,123,2010
HUM,2.0,6,1,52,69,0,0,0,2010
HUM,2.0,1,2,46,0,79,0,119,2011
HUM,2.0,1,5,46,0,81,0,119,2011
HUM,2.0,2,2,44,0,78,0,119,2011
HUM,2.0,2,4,44,0,79,0,116,2011
HUM,2.0,6,1,49,69,0,0,0,2013
HUM,2.0,1,2,53,73,0,0,0,2014
HUM,2.0,1,3,53,0,85,0,108,2014
HUM,2.0,2,1,53,0,85,0,108,2014
HUM,2.0,3,2,53,73,0,0,0,2014
HUM,2.0,1,1,45,69,0,0,0,2018
HUM,2.0,1,1,44,0,79,0,107,1992
HUM,2.0,1,2,49,0,85,0,111,1992
HUM,2.0,1,3,46,0,82,0,107,1992
HUM,2.0,1,4,49,0,85,0,111,1992
HUM,2.0,1,5,45,0,79,0,111,1992
HUM,2.0,2,3,48,0,87,93,0,1992
HUM,2.0,2,4,46,0,0,0,0,1992
HUM,2.0,3,1,51,0,88,0,116,1992
HUM,2.0,3,2,46,0,83,0,111,1992
HUM,2.0,3,3,48,0,82,0,109,1992
HUM,2.0,3,4,48,0,85,0,111,1992
HUM,2.0,3,5,50,0,87,0,112,1992
HUM,2.0,4,1,49,0,86,0,116,1992
HUM,2.0,4,2,49,0,86,0,116,1992
HUM,2.0,4,3,49,0,85,0,116,1992
HUM,2.0,4,4,50,0,87,0,111,1992
HUM,2.0,4,5,53,0,90,0,117,1992
HUM,2.0,5,1,53,0,90,0,116,1992
HUM,2.0,5,2,54,0,91,0,117,1992
HUM,2.0,5,3,43,0,80,0,117,1992
HUM,2.0,5,4,46,0,82,0,117,1992
HUM,2.0,5,5,49,0,88,0,116,1992
HUM,2.0,6,1,54,59,0,0,0,1992
HUM,2.0,6,2,44,0,81,0,116,1992
HUM,2.0,6,3,46,0,81,0,113,1992
HUM,2.0,6,4,43,0,85,0,118,1992
HUM,2.0,6,5,48,0,85,0,113,1992
HUM,2.0,7,1,46,0,83,0,120,1992
HUM,2.0,7,2,46,0,83,0,107,1992
HUM,2.0,7,3,46,0,83,0,109,1992
HUM,2.0,7,4,47,0,83,0,109,1992
HUM,2.0,7,5,44,0,81,0,109,1992
HUM,2.0,8,1,45,0,81,0,111,1992
HUM,2.0,8,2,47,0,84,0,108,1992
HUM,2.0,8,3,46,0,86,0,112,1992
HUM,2.0,8,4,43,0,81,0,112,1992
HUM,2.0,8,5,44,0,81,0,111,1992
HUM,2.0,9,1,44,0,0,0,0,1992
HUM,2.0,9,2,46,0,0,0,0,1992
HUM,2.0,9,3,43,0,0,0,0,1992
HUM,2.0,9,4,43,0,0,0,0,1992
HUM,2.0,9,5,42,0,0,0,0,1992
HUM,2.0,10,1,52,0,88,111,0,1992
HUM,2.0,10,2,52,87,0,0,0,1992
HUM,2.0,10,3,52,0,89,0,113,1992
HUM,2.0,10,4,45,0,83,0,116,1992
HUM,2.0,10,5,53,0,90,0,116,1992
HUM,2.0,10,6,48,0,85,0,112,1992
HUM,2.2,1,1,52,0,89,0,116,1992
HUM,2.2,1,2,53,0,90,0,116,1992
HUM,2.2,1,3,52,0,89,0,117,1992
HUM,2.2,1,4,52,63,0,0,0,1992
HUM,2.2,1,5,47,0,86,0,119,1992
HUM,3.0,1,1,52,0,89,0,116,1992
HUM,3.0,1,2,49,107,0,0,0,1992
HUM,3.0,1,3,46,0,85,0,116,1992
HUM,3.0,1,4,51,0,88,0,118,1992
HUM,3.0,1,5,51,0,88,0,118,1992
HUM,3.0,2,1,51,83,0,0,0,1992
HUM,3.0,2,2,50,0,87,0,120,1992
HUM,3.0,2,3,49,0,86,0,120,1992
HUM,3.0,2,4,47,0,85,0,117,1992
HUM,3.0,2,5,49,0,86,0,118,1992
HUM,3.0,3,1,53,0,90,0,117,1992
HUM,3.0,3,2,49,0,86,0,118,1992
HUM,3.0,3,3,49,0,86,0,117,1992
HUM,3.0,3,4,50,0,87,0,117,1992
HUM,3.0,3,5,56,0,93,0,119,1992
HUM,3.1,1,1,50,0,87,0,116,1992
HUM,3.1,1,2,51,0,88,0,116,1992
HUM,3.1,1,3,54,0,91,0,119,1992
HUM,3.1,1,4,53,0,90,0,116,1992
HUM,3.1,1,5,54,0,91,0,116,1992
HUM,4.0,1,1,51,0,88,109,0,1992
HUM,4.0,1,2,49,0,85,0,112,1992
HUM,4.0,1,3,50,0,87,0,118,1992
HUM,4.0,1,4,51,0,88,0,118,1992
HUM,4.0,1,5,52,0,89,0,118,1992
HUM,4.0,2,1,52,0,89,0,113,1992
HUM,4.0,2,2,52,0,89,0,116,1992
HUM,4.0,2,3,53,0,90,0,117,1992
HUM,4.0,2,4,53,63,0,0,0,1992
HUM,4.0,2,5,48,0,87,0,111,1992
HUM,5.0,1,1,55,0,92,0,119,1992
HUM,5.0,1,2,49,0,85,0,112,1992
HUM,5.0,1,3,47,0,83,0,116,1992
HUM,5.0,1,4,49,0,86,0,116,1992
HUM,5.0,1,5,54,0,91,0,117,1992
HUM,5.0,2,1,45,0,84,0,111,1992
HUM,5.0,2,2,48,0,89,0,116,1992
HUM,5.0,2,3,52,0,85,0,111,1992
HUM,5.0,2,4,53,0,90,0,117,1992
HUM,5.0,2,5,46,0,83,0,117,1992
HUM,5.0,2,6,48,0,85,0,116,1992
HUM,5.0,3,1,48,0,85,0,112,1992
HUM,5.0,3,2,48,63,0,0,0,1992
HUM,5.0,3,3,53,0,90,0,111,1992
HUM,5.0,3,4,49,0,86,0,116,1992
HUM,5.0,3,5,48,78,0,0,0,1992
HUM,2.0,1,1,43,0,80,0,107,1993
HUM,2.0,1,2,44,0,81,0,110,1993
HUM,2.0,1,3,38,0,75,0,107,1993
HUM,2.0,1,4,42,0,78,0,107,1993
HUM,2.0,1,5,39,0,78,0,107,1993
HUM,2.0,2,1,42,0,79,0,111,1993
HUM,2.0,2,3,44,49,0,0,0,1993
HUM,2.0,2,4,39,54,0,0,0,1993
HUM,2.0,2,5,38,0,75,81,0,1993
HUM,2.0,3,2,41,0,78,0,110,1993
HUM,2.0,3,3,35,0,72,0,112,1993
HUM,2.0,3,4,38,0,74,0,110,1993
HUM,2.0,3,5,37,0,73,74,0,1993
HUM,2.0,4,1,38,65,0,0,0,1993
HUM,2.0,4,3,40,0,78,0,112,1993
HUM,2.0,4,4,38,0,75,87,0,1993
HUM,2.0,4,5,39,0,76,85,0,1993
HUM,2.0,5,1,39,0,74,0,110,1993
HUM,2.0,5,2,39,0,75,0,107,1993
HUM,2.0,5,3,39,0,75,0,110,1993
HUM,2.0,5,4,38,0,74,0,107,1993
HUM,2.0,5,5,37,0,72,0,107,1993
HUM,2.0,6,1,44,0,81,0,107,1993
HUM,2.0,6,2,47,0,84,0,107,1993
HUM,2.0,6,3,38,0,77,0,107,1993
HUM,2.0,6,4,38,0,72,0,107,1993
HUM,2.0,6,5,42,0,79,0,107,1993
HUM,2.0,7,1,39,68,0,0,0,1993
HUM,2.0,7,2,38,0,76,0,110,1993
HUM,2.0,7,3,38,0,75,0,112,1993
HUM,2.0,7,4,38,75,0,0,0,1993
HUM,2.0,7,5,40,0,77,0,110,1993
HUM,2.0,8,1,37,0,74,0,112,1993
HUM,2.0,8,2,38,0,76,0,112,1993
HUM,2.0,8,3,42,0,75,0,110,1993
HUM,2.0,8,4,38,0,76,0,112,1993
HUM,2.0,8,5,38,0,74,0,112,1993
HUM,2.0,9,1,46,0,83,0,116,1993
HUM,2.0,9,2,46,0,83,0,116,1993
HUM,2.0,9,3,46,54,0,0,0,1993
HUM,2.0,9,4,46,0,83,0,110,1993
HUM,2.0,9,5,44,0,82,0,114,1993
HUM,2.0,10,1,46,79,0,0,0,1993
HUM,2.0,10,2,46,0,83,0,110,1993
HUM,2.0,10,3,42,0,79,93,0,1993
HUM,2.0,10,4,38,0,75,0,110,1993
HUM,2.0,10,5,42,0,79,0,110,1993
HUM,2.2,1,1,46,0,84,0,112,1993
HUM,2.2,1,2,41,0,78,0,107,1993
HUM,2.2,1,3,45,0,82,0,114,1993
HUM,2.2,1,4,41,0,78,0,112,1993
HUM,2.2,1,5,39,0,76,0,112,1993
HUM,3.0,1,1,39,0,78,0,110,1993
HUM,3.0,1,2,42,0,79,0,112,1993
HUM,3.0,1,3,38,0,74,0,110,1993
HUM,3.0,1,4,43,0,80,0,110,1993
HUM,3.0,1,5,39,0,76,0,107,1993
HUM,3.0,2,1,44,0,78,0,112,1993
HUM,3.0,2,2,38,0,74,0,110,1993
HUM,3.0,2,3,41,0,78,0,110,1993
HUM,3.0,2,4,41,0,78,0,110,1993
HUM,3.0,2,5,41,0,78,0,110,1993
HUM,3.0,3,1,43,0,80,0,112,1993
HUM,3.0,3,3,39,0,74,0,110,1993
HUM,3.0,3,4,39,0,76,0,112,1993
HUM,3.0,3,5,42,0,79,0,112,1993
HUM,3.1,1,1,43,0,80,0,114,1993
HUM,3.1,1,2,43,0,80,0,116,1993
HUM,3.1,1,3,43,62,0,0,0,1993
HUM,3.1,1,4,50,0,87,0,121,1993
HUM,3.1,1,5,46,52,0,0,0,1993
HUM,4.0,1,1,39,0,76,0,107,1993
HUM,4.0,1,2,46,0,83,0,110,1993
HUM,4.0,1,3,39,0,76,0,110,1993
HUM,4.0,1,4,40,0,77,0,107,1993
HUM,4.0,1,5,38,0,75,0,110,1993
HUM,4.0,2,1,44,0,84,0,112,1993
HUM,4.0,2,2,46,0,83,94,107,1993
HUM,4.0,2,3,40,0,77,0,107,1993
HUM,4.0,2,4,42,0,79,0,107,1993
HUM,4.0,2,5,40,0,77,0,112,1993
HUM,5.0,1,1,46,0,83,0,107,1993
HUM,5.0,1,2,46,0,83,93,0,1993
HUM,5.0,1,3,42,0,79,93,0,1993
HUM,5.0,1,4,45,0,82,0,107,1993
HUM,5.0,1,5,46,0,83,0,107,1993
HUM,5.0,2,1,49,0,81,0,110,1993
HUM,5.0,2,2,39,0,76,0,110,1993
HUM,5.0,2,3,46,0,83,0,110,1993
HUM,5.0,2,4,42,0,79,0,112,1993
HUM,5.0,2,5,44,0,81,0,110,1993
HUM,5.0,3,1,42,65,0,0,0,1993
HUM,5.0,3,2,45,66,0,0,0,1993
HUM,5.0,3,3,45,0,79,0,110,1993
HUM,5.0,3,4,41,0,79,0,110,1993
HUM,5.0,3,5,41,66,0,0,0,1993
HUM,2.0,1,1,45,0,77,0,112,1994
HUM,2.0,1,2,43,0,77,0,112,1994
HUM,2.0,1,3,47,0,81,0,112,1994
HUM,2.0,1,4,49,0,86,0,112,1994
HUM,2.0,1,5,43,0,77,0,112,1994
HUM,2.0,2,1,45,75,0,0,0,1994
HUM,2.0,2,2,47,0,82,0,114,1994
HUM,2.0,2,3,50,66,0,0,0,1994
HUM,2.0,2,4,46,0,81,0,114,1994
HUM,2.0,2,5,47,0,81,0,114,1994
HUM,2.0,3,1,47,0,83,0,108,1994
HUM,2.0,3,2,47,0,83,0,108,1994
HUM,2.0,3,3,46,0,81,0,108,1994
HUM,2.0,3,4,45,0,79,0,108,1994
HUM,2.0,3,5,43,0,78,0,108,1994
HUM,2.0,4,1,45,0,80,0,112,1994
HUM,2.0,4,2,47,0,83,0,112,1994
HUM,2.0,4,3,45,0,82,0,112,1994
HUM,2.0,4,4,47,73,0,0,0,1994
HUM,2.0,4,5,47,0,84,0,112,1994
HUM,2.0,5,1,45,49,0,0,0,1994
HUM,2.0,5,2,43,0,79,0,112,1994
HUM,2.0,5,3,41,73,0,0,0,1994
HUM,2.0,5,4,46,0,81,0,112,1994
HUM,2.0,5,5,45,0,83,0,112,1994
HUM,2.0,6,1,43,0,78,0,112,1994
HUM,2.0,6,2,45,0,78,0,111,1994
HUM,2.0,6,3,41,0,76,0,111,1994
HUM,2.0,6,4,43,0,80,0,112,1994
HUM,2.0,6,5,43,0,81,0,112,1994
HUM,2.0,7,1,45,0,78,0,112,1994
HUM,2.0,7,2,43,0,82,0,114,1994
HUM,2.0,7,3,45,0,82,0,114,1994
HUM,2.0,7,4,43,0,80,0,114,1994
HUM,2.0,7,5,45,0,81,0,114,1994
HUM,2.0,8,1,45,0,77,0,111,1994
HUM,2.0,8,2,43,0,78,0,111,1994
HUM,2.0,8,3,45,0,80,0,111,1994
HUM,2.0,8,4,45,0,82,0,111,1994
HUM,2.0,8,5,45,0,81,0,112,1994
HUM,2.0,9,1,45,0,82,0,111,1994
HUM,2.0,9,2,45,0,83,0,111,1994
HUM,2.0,9,3,48,0,85,0,112,1994
HUM,2.0,9,4,50,0,85,0,112,1994
HUM,2.0,9,5,47,0,82,0,112,1994
HUM,2.0,10,1,47,0,81,0,108,1994
HUM,2.0,10,2,45,0,83,0,110,1994
HUM,2.0,10,3,43,0,78,0,110,1994
HUM,2.0,10,4,47,0,83,0,111,1994
HUM,2.0,10,5,43,0,81,0,114,1994
HUM,2.2,1,1,53,0,87,0,114,1994
HUM,2.2,1,2,51,0,87,0,114,1994
HUM,2.2,1,3,47,0,82,0,114,1994
HUM,2.2,1,4,47,53,0,0,0,1994
HUM,2.2,1,5,50,0,84,0,114,1994
HUM,3.0,1,1,51,0,86,0,112,1994
HUM,3.0,1,2,50,0,86,0,112,1994
HUM,3.0,1,3,47,0,84,0,112,1994
HUM,3.0,1,4,47,0,81,97,0,1994
HUM,3.0,1,5,45,0,84,0,112,1994
HUM,3.0,2,1,47,0,83,0,112,1994
HUM,3.0,2,2,49,0,86,0,112,1994
HUM,3.0,2,4,49,0,84,0,112,1994
HUM,3.0,2,5,50,86,0,0,0,1994
HUM,3.0,3,1,47,0,83,0,114,1994
HUM,3.0,3,2,49,0,86,0,114,1994
HUM,3.0,3,3,49,0,86,0,114,1994
HUM,3.0,3,4,49,0,86,94,0,1994
HUM,3.0,3,5,46,0,83,119,0,1994
HUM,3.0,4,1,47,0,82,0,112,1994
HUM,3.0,4,2,45,0,79,0,112,1994
HUM,3.0,4,3,49,0,84,0,112,1994
HUM,3.0,4,4,49,0,83,0,112,1994
HUM,3.0,4,5,46,0,82,0,112,1994
HUM,4.0,1,1,49,0,84,0,114,1994
HUM,4.0,1,2,48,0,84,0,114,1994
HUM,4.0,1,3,48,0,85,0,112,1994
HUM,4.0,1,4,48,0,84,0,114,1994
HUM,4.0,1,5,49,0,84,0,114,1994
HUM,4.0,2,1,48,0,85,0,114,1994
HUM,4.0,2,2,49,0,83,0,114,1994
HUM,4.0,2,3,45,0,83,0,114,1994
HUM,4.0,2,4,45,0,85,0,114,1994
HUM,4.0,2,5,48,0,83,0,114,1994
HUM,5.0,1,1,43,0,82,0,112,1994
HUM,5.0,1,2,49,0,83,0,114,1994
HUM,5.0,1,3,47,0,82,0,112,1994
HUM,5.0,1,4,40,0,80,0,114,1994
HUM,5.0,1,5,45,0,84,0,114,1994
HUM,5.0,2,1,48,0,84,0,116,1994
HUM,5.0,2,2,45,0,83,0,118,1994
HUM,5.0,2,3,51,0,87,0,118,1994
HUM,5.0,2,4,48,0,84,0,114,1994
HUM,5.0,2,5,51,0,84,0,114,1994
HUM,5.0,3,1,48,0,84,0,115,1994
HUM,5.0,3,2,48,0,84,0,114,1994
HUM,5.0,3,3,47,0,87,0,115,1994
HUM,5.0,3,4,50,0,86,107,117,1994
HUM,5.0,3,5,55,64,91,107,0,1994
HUM,2.0,1,1,43,0,80,90,0,1995
HUM,2.0,1,2,43,0,80,95,0,1995
HUM,2.0,1,3,47,0,84,0,105,1995
HUM,2.0,1,5,45,0,82,0,105,1995
HUM,2.0,2,1,48,0,84,0,105,1995
HUM,2.0,2,2,45,75,0,0,0,1995
HUM,2.0,2,3,43,0,80,0,105,1995
HUM,2.0,2,4,46,0,83,0,105,1995
HUM,2.0,2,5,43,0,80,0,105,1995
HUM,2.0,3,1,43,0,80,0,105,1995
HUM,2.0,3,2,42,0,79,0,105,1995
HUM,2.0,3,3,49,0,86,0,105,1995
HUM,2.0,3,4,45,-1,0,0,0,1995
HUM,2.0,3,5,43,0,80,0,105,1995
HUM,2.0,4,1,42,0,79,0,105,1995
HUM,2.0,4,2,42,0,79,0,105,1995
HUM,2.0,4,3,47,0,84,0,105,1995
HUM,2.0,4,4,44,0,81,0,105,1995
HUM,2.0,4,5,47,0,84,0,105,1995
HUM,2.0,5,1,44,0,81,0,105,1995
HUM,2.0,5,2,45,0,82,0,105,1995
HUM,2.0,5,3,42,0,79,0,105,1995
HUM,2.0,5,4,48,0,85,0,105,1995
HUM,2.0,5,5,43,0,80,0,105,1995
HUM,2.0,6,1,43,0,80,0,105,1995
HUM,2.0,6,2,43,0,80,0,105,1995
HUM,2.0,6,3,44,0,81,0,105,1995
HUM,2.0,6,4,44,53,0,0,0,1995
HUM,2.0,7,1,45,0,82,0,106,1995
HUM,2.0,7,2,42,0,79,0,106,1995
HUM,2.0,7,3,47,0,84,0,106,1995
HUM,2.0,7,4,47,0,84,0,106,1995
HUM,2.0,7,5,48,53,0,0,0,1995
HUM,2.0,8,1,47,0,84,0,105,1995
HUM,2.0,8,2,43,0,80,0,105,1995
HUM,2.0,8,3,46,0,83,0,105,1995
HUM,2.0,8,4,46,0,83,0,105,1995
HUM,2.0,8,5,44,0,81,0,105,1995
HUM,2.0,9,1,44,0,81,0,104,1995
HUM,2.0,9,2,46,0,83,0,104,1995
HUM,2.0,9,3,45,0,82,0,104,1995
HUM,2.0,9,4,47,0,84,0,104,1995
HUM,2.0,9,5,44,0,81,0,104,1995
HUM,2.0,10,1,41,0,78,0,104,1995
HUM,2.0,10,2,47,0,84,0,104,1995
HUM,2.0,10,3,42,0,79,0,104,1995
HUM,2.0,10,4,41,0,78,0,104,1995
HUM,2.1,1,1,46,0,83,0,105,1995
HUM,2.1,1,2,43,0,80,0,105,1995
HUM,2.1,1,3,42,0,79,0,105,1995
HUM,2.1,1,4,42,0,79,0,105,1995
HUM,2.1,1,5,45,0,82,0,105,1995
HUM,3.0,1,1,42,0,82,0,105,1995
HUM,3.0,1,2,47,0,84,0,105,1995
HUM,3.0,1,3,47,0,84,0,105,1995
HUM,3.0,1,4,48,0,85,0,105,1995
HUM,3.0,1,5,42,0,79,0,105,1995
HUM,3.0,2,1,45,0,82,0,105,1995
HUM,3.0,2,2,43,0,80,90,0,1995
HUM,3.0,2,3,48,0,84,0,105,1995
HUM,3.0,2,4,45,0,82,0,105,1995
HUM,3.0,2,5,45,0,82,0,105,1995
HUM,3.0,3,2,43,0,80,0,105,1995
HUM,3.0,3,3,43,0,80,0,105,1995
HUM,3.0,3,4,42,0,79,0,105,1995
HUM,3.0,3,5,46,0,83,0,105,1995
HUM,3.0,4,1,47,0,84,0,105,1995
HUM,3.0,4,2,48,0,85,0,105,1995
HUM,3.0,4,3,47,0,84,0,105,1995
HUM,3.0,4,4,48,0,85,0,105,1995
HUM,3.0,4,5,45,0,82,0,105,1995
HUM,4.0,1,1,45,0,82,0,106,1995
HUM,4.0,1,2,45,0,81,0,106,1995
HUM,4.0,1,3,42,0,79,0,106,1995
HUM,4.0,1,4,46,0,83,0,106,1995
HUM,4.0,1,5,48,0,83,0,106,1995
HUM,4.0,2,2,50,0,87,0,106,1995
HUM,4.0,2,3,47,0,84,0,106,1995
HUM,4.0,2,4,51,0,87,0,106,1995
HUM,4.0,2,5,47,0,84,0,106,1995
HUM,5.0,1,1,43,0,79,0,104,1995
HUM,5.0,1,2,46,0,83,0,104,1995
HUM,5.0,1,3,43,0,80,0,104,1995
HUM,5.0,1,4,45,0,82,0,104,1995
HUM,5.0,1,5,44,0,79,0,104,1995
HUM,5.0,2,1,47,0,85,92,0,1995
HUM,5.0,2,2,46,69,0,0,0,1995
HUM,5.0,2,3,44,53,0,0,0,1995
HUM,5.0,2,4,47,0,84,0,104,1995
HUM,5.0,2,5,45,0,82,0,104,1995
HUM,5.0,3,1,48,0,83,0,104,1995
HUM,5.0,3,2,45,0,82,0,104,1995
HUM,5.0,3,3,51,0,87,0,104,1995
HUM,5.0,3,4,48,0,85,0,104,1995
HUM,5.0,3,5,47,0,84,0,104,1995
HUM,2.0,0,1,42,0,79,0,102,1996
HUM,2.0,0,2,45,0,82,0,102,1996
HUM,2.0,0,3,45,0,82,0,102,1996
HUM,2.0,0,4,41,0,77,0,102,1996
HUM,2.0,0,5,44,0,81,0,102,1996
HUM,2.0,1,2,41,0,77,0,105,1996
HUM,2.0,1,3,42,0,87,0,105,1996
HUM,2.0,1,4,41,0,77,0,105,1996
HUM,2.0,1,5,44,76,0,0,0,1996
HUM,2.0,2,1,41,98,0,0,0,1996
HUM,2.0,2,2,40,0,76,0,105,1996
HUM,2.0,2,3,41,0,87,0,105,1996
HUM,2.0,2,4,39,0,72,0,105,1996
HUM,2.0,2,5,46,0,87,0,105,1996
HUM,2.0,3,1,40,0,76,0,103,1996
HUM,2.0,3,2,39,0,76,0,103,1996
HUM,2.0,3,3,40,0,77,0,103,1996
HUM,2.0,3,4,42,0,78,0,103,1996
HUM,2.0,3,5,41,-1,0,0,0,1996
HUM,2.0,4,1,40,0,75,0,99,1996
HUM,2.0,4,2,42,0,78,0,103,1996
HUM,2.0,4,3,41,0,76,0,103,1996
HUM,2.0,4,4,41,0,77,0,103,1996
HUM,2.0,4,5,39,0,75,0,99,1996
HUM,2.0,5,1,38,0,73,0,105,1996
HUM,2.0,5,2,38,0,73,0,105,1996
HUM,2.0,5,3,41,0,74,0,105,1996
HUM,2.0,5,5,38,0,72,0,105,1996
HUM,2.0,6,1,39,0,77,0,102,1996
HUM,2.0,6,2,44,0,78,0,102,1996
HUM,2.0,6,3,45,0,82,0,102,1996
HUM,2.0,6,4,42,0,77,0,102,1996
HUM,2.0,6,5,43,0,78,0,102,1996
HUM,2.0,7,1,43,0,80,0,102,1996
HUM,2.0,7,2,43,0,80,0,102,1996
HUM,2.0,7,3,43,0,77,0,102,1996
HUM,2.0,7,4,44,0,79,0,102,1996
HUM,2.0,7,5,41,0,76,0,102,1996
HUM,2.0,8,1,44,0,81,0,102,1996
HUM,2.0,8,2,43,0,77,0,102,1996
HUM,2.0,8,3,41,0,78,0,102,1996
HUM,2.0,8,4,43,0,78,0,102,1996
HUM,2.0,8,5,44,0,81,0,102,1996
HUM,2.0,9,1,41,0,78,0,102,1996
HUM,2.0,9,2,41,0,78,0,102,1996
HUM,2.0,9,3,45,0,82,0,102,1996
HUM,2.0,9,4,47,0,84,0,102,1996
HUM,2.0,9,5,38,0,75,0,102,1996
HUM,2.2,1,1,42,0,79,0,105,1996
HUM,2.2,1,2,47,0,84,0,105,1996
HUM,2.2,1,4,47,0,84,0,105,1996
HUM,2.2,1,5,46,0,83,0,105,1996
HUM,3.0,1,1,42,0,78,0,105,1996
HUM,3.0,1,2,41,0,72,0,103,1996
HUM,3.0,1,3,44,0,81,0,103,1996
HUM,3.0,1,4,47,0,84,0,103,1996
HUM,3.0,1,5,41,0,76,0,105,1996
HUM,3.0,2,1,44,0,81,0,105,1996
HUM,3.0,2,2,44,0,81,0,105,1996
HUM,3.0,2,3,40,0,77,0,105,1996
HUM,3.0,2,5,42,0,77,0,102,1996
HUM,3.0,3,1,50,0,87,0,102,1996
HUM,3.0,3,2,43,0,80,0,102,1996
HUM,3.0,3,3,50,0,87,0,102,1996
HUM,3.0,3,4,41,0,78,0,102,1996
HUM,3.0,3,5,50,0,87,0,102,1996
HUM,3.0,4,1,44,0,75,0,102,1996
HUM,3.0,4,2,41,0,78,0,102,1996
HUM,3.0,4,3,42,0,77,0,102,1996
HUM,3.0,4,4,47,0,76,0,102,1996
HUM,3.0,4,5,50,0,87,0,102,1996
HUM,4.0,1,1,45,0,82,0,102,1996
HUM,4.0,1,2,41,0,77,0,102,1996
HUM,4.0,1,3,44,0,78,0,102,1996
HUM,4.0,1,4,41,0,74,0,102,1996
HUM,4.0,1,5,45,0,82,0,102,1996
HUM,4.0,2,1,47,0,84,0,102,1996
HUM,4.0,2,2,45,0,82,0,102,1996
HUM,4.0,2,3,42,0,79,0,102,1996
HUM,4.0,2,4,42,0,76,0,102,1996
HUM,4.0,2,5,43,0,80,0,102,1996
HUM,5.0,1,1,46,0,83,0,102,1996
HUM,5.0,1,2,45,0,82,0,102,1996
HUM,5.0,1,3,43,0,80,0,102,1996
HUM,5.0,1,4,45,0,78,0,102,1996
HUM,5.0,1,5,41,0,74,0,102,1996
HUM,5.0,2,1,46,0,83,0,102,1996
HUM,5.0,2,2,47,0,84,0,102,1996
HUM,5.0,2,3,50,0,87,0,102,1996
HUM,5.0,2,4,39,0,77,0,102,1996
HUM,5.0,2,5,42,0,79,0,102,1996
HUM,5.0,3,1,39,0,76,0,102,1996
